4096;4;288796902902
4096;4;262156824726
4096;4;292395827479
4096;4;283420725605
4096;4;273743578088
4096;4;262982821798
4096;4;278781753197
4096;4;275288607222
4096;4;278101954781
4096;4;278478869659
4096;4;302904133953
2048;8;232872059988
2048;8;248657175633
2048;8;213935543615
2048;8;207843833327
2048;8;195873594937
2048;8;218318387775
2048;8;207342849582
2048;8;229784845390
2048;8;198394965959
2048;8;214271733713
2048;8;213091422473
1024;16;83153706228
1024;16;88169526299
1024;16;83109488067
1024;16;78049414457
1024;16;80502061537
1024;16;79821933239
1024;16;82636964888
1024;16;88372186313
1024;16;73955606692
1024;16;92936834249
1024;16;89580399392
512;32;46223797045
512;32;43156185049
512;32;47390970741
512;32;43902548018
512;32;44040438090
512;32;43569622906
512;32;43954176503
512;32;46031494544
512;32;43308762461
512;32;43713923978
512;32;43358727065
256;64;64627689284
256;64;66558713055
256;64;64166470037
256;64;63743215315
256;64;69478101713
256;64;64341277101
256;64;64123897984
256;64;64324091348
256;64;64829086926
256;64;64014827479
256;64;63912958406
128;128;103463537895
128;128;103851424110
128;128;103665781828
128;128;103292029186
128;128;103773391116
128;128;103661721403
128;128;104287533354
128;128;103582567512
128;128;108355009281
128;128;103661663656
128;128;103886171870
64;256;166353349823
64;256;165835867942
64;256;164948494267
64;256;165315217918
64;256;167588182397
64;256;165098973891
64;256;165857495870
64;256;165684131671
64;256;167491856970
64;256;166789317345
