5;1000;21019489675
5;1000;16678349014
5;1000;19242065825
5;1000;24134084445
5;1000;17754605552
5;1000;14146701873
5;1000;14003143720
5;1000;14097359628
5;1000;19404218511
5;1000;14144005177
5;1000;17635277362
5;1000;21434331277
5;1000;15589910950
5;1000;15695387849
5;1000;20112009217
5;1000;19359950833
5;1000;12893381937
5;1000;31604347523
5;1000;23713243469
5;1000;20498828508
5;1000;14662983051
5;1000;14602089968
5;1000;19703862229
5;1000;18540546431
10;1000;17746342031
10;1000;21803972693
10;1000;21680490415
10;1000;20772822026
10;1000;28327570324
10;1000;33897374379
10;1000;29548349786
10;1000;23756035557
10;1000;27233085669
10;1000;20381245169
10;1000;20682395479
10;1000;23371773376
10;1000;19694873532
10;1000;33143865384
10;1000;20832658767
10;1000;34249577844
10;1000;36147511744
10;1000;22474312792
10;1000;22282038598
10;1000;26438112153
10;1000;29817767630
20;1000;44814273567
20;1000;53147098594
20;1000;33606931903
20;1000;37088573266
20;1000;47661467997
20;1000;40252169533
20;1000;35275456210
20;1000;31363332541
20;1000;34169167872
20;1000;30589090348
20;1000;31178286384
20;1000;38115219726
20;1000;30173013381
20;1000;40263117434
20;1000;43020568777
20;1000;48284258374
20;1000;52069982000
20;1000;44804432702
20;1000;32041938242
20;1000;51464046961
20;1000;54808298548
5;5000;116901622304
5;5000;108076571412
5;5000;115452372350
5;5000;94938191716
5;5000;83773039365
5;5000;100457182273
5;5000;120307595604
5;5000;91806409709
5;5000;88552027085
5;5000;89609930515
5;5000;80648489319
5;5000;307782299425
5;5000;77681199896
5;5000;119537724283
5;5000;113594790940
5;5000;101100599859
5;5000;99931126429
5;5000;160331786147
5;5000;72440804043
5;5000;70113189675
5;5000;123945524139
10;5000;99943762565
10;5000;131860167249
10;5000;173065375263
10;5000;141947910956
10;5000;122067438064
10;5000;110740027551
10;5000;268006616838
10;5000;243899258182
10;5000;259766031327
10;5000;116625578333
10;5000;100380092785
10;5000;140297288658
10;5000;183933414648
10;5000;115067330937
10;5000;115933246446
10;5000;122293395135
10;5000;135330715681
10;5000;155860935278
10;5000;123914075168
10;5000;103630964695
10;5000;108928335827
10;50;4290324641
10;50;4162531472
10;50;4670338254
10;50;4058952438
10;50;4107630882
10;50;4638022069
10;50;4213027062
10;50;4349483281
10;50;4140070921
10;50;4176468568
10;50;4383411701
10;50;4326253174
10;50;4541439834
10;50;4300450323
10;50;4235641393
10;50;4249713890
10;50;4336133388
10;50;4292525129
10;50;4342495269
10;50;4050424863
10;50;4246390896
10;100;5344463968
10;100;5082299777
10;100;4939659264
10;100;4627667502
10;100;4801293602
10;100;4870469586
10;100;4797977553
10;100;4879511913
10;100;4849560830
10;100;5021225139
10;100;5740252107
10;100;4663546141
10;100;4791993555
10;100;4829270757
10;100;4766726279
10;100;4784426438
10;100;4852848335
10;100;5010094754
10;100;4628618610
10;100;5273248085
10;100;4832667445
